sentence_id,screening,label,text
25086,-3,-1,"As a matter of fact, I believe every one of those standards is essential to the exercise of power by this country."
25087,-3,-1,And we can see that in both Lebanon and in Central America.
25088,-3,1,"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened."
25089,-3,-1,"And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did."
25092,-3,-1,And our enemies are strengthened from all of this.
25093,-3,-1,"We need to be strong, we need to be prepared to use that strength, but we must understand that we are a democracy."
25095,-3,-1,It is only in that way that we can persevere.
25108,-3,-1,"No, Morton, I don't agree to all of those things."
25110,-3,1,"But the first -- pardon me -- the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists."
25111,-3,-1,Israel could not be blamed for that.
25113,-3,1,"Then we went in with the multinational force to help remove, and did remove, more than 13,000 of those terrorists from Lebanon."
25117,-3,0,We were there for the better part of a year.
25123,-3,1,"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan."
25125,-3,-1,"There are forces there -- and that includes Syria, in my mind -- who don't want us to succeed, who don't want that kind of a peace with a dominant Lebanon, dominant over its own territory."
25126,-3,1,"And so, the terrorist acts began and led to the one great tragedy when they were killed in that suicide bombing of the building."
25136,-3,1,"In a recent 30-day period, 37 terrorist acts in 20 countries have been committed."
25137,-3,0,The most recent has been the one in Brighton.
25139,-3,1,"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem."
25141,-3,-1,"Well, the red light went on."
25145,-3,-1,"-- me, or your own eyes?''"
25148,-3,1,"They went to him 5 days before they were killed and said, ""Please, take them out of there.''"
25156,-3,1,The President told the terrorists he was going to retaliate.
25162,-3,1,"First of all, Mr. Mondale should know that the President of the United States did not order the marines into that barracks."
25167,-3,-1,"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken."
25168,-3,-1,"But we're not going to simply kill some people to say, ""Oh, look, we got even.''"
25169,-3,-1,We want to know when we retaliate that we're retaliating with those who are responsible for the terrorist acts.
25179,-3,-1,"Not at all, Mr. Trewhitt, and I want you to know that also I will not make age an issue of this campaign."
25180,-3,-1,"I am not going to exploit, for political purposes, my opponent's youth and inexperience."
25184,-3,-1,"Mr. President, I'd like to head for the fence and try to catch that one before it goes over, but I'll go on to another question."
25188,-3,-1,"Secondly, if it is correct, have you informed yourself in the meantime?"
25189,-3,-1,"And third, is it even necessary for the President to be so intimately involved in strategic details?"
25193,-3,-1,"So, we thought that it would be simpler to negotiate first with those."
25195,-3,1,"The Soviet Union, to our surprise -- and not just mine -- made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three."
25205,-3,-1,Should the President's age and stamina be an issue in the political campaign?
25208,-3,-1,"What's at issue here is the President's application of his authority to understand what a President must know to lead this nation, secure our defense, and make the decisions and the judgments that are necessary."
25209,-3,0,"A minute ago the President quoted Cicero, I believe."
25214,-3,1,"First, the Joint Chiefs of Staff went to the President, said, ""Don't put those troops there.''"
25216,-3,1,"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''"
25218,-3,-1,And we know what happened.
25219,-3,1,"After that, once again, our Embassy was exploded."
25225,-3,1,This is the first administration since the bomb went off that made no progress.
25226,-3,-1,We have an arms race underway instead.
25227,-3,-1,A President has to lead his government or it won't be done.
25228,-3,-1,Different people with different views fight with each other.
25229,-3,1,"For 31/2 years, this administration avoided arms control, resisted tabling arms control proposals that had any hope of agreeing, rebuked their negotiator in 1981 when he came close to an agreement, at least in principle, on medium-range weapons."
25234,-3,-1,But it takes more than that.
25235,-3,-1,You must be tough and smart.
25238,-3,-1,This question of leadership keeps arising in different forms in this discussion already.
25239,-3,1,"And the President, Mr. Mondale, has called you whining and vacillating, among the more charitable phrases -- weak, I believe."
25240,-3,-1,It is a question of leadership.
25242,-3,-1,Did you approve of his diplomatic activity?
25243,-3,-1,And are you prepared to repudiate him now?
25245,-3,-1,I don't admire Fidel Castro at all.
25251,-3,-1,And let's talk about people we do control.
25254,-3,-1,What does the President have to say about taking responsibility for a Vice President who won't apologize for something like that?
25259,-3,-1,"I know it'll come as a surprise to Mr. Mondale, but I am in charge."
25260,-3,1,"And, as a matter of fact, we haven't avoided arms control talks with the Soviet Union."
25261,-3,1,"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe."
25263,-3,1,"The so-called negotiation that you said I walked out on was the so-called walk in the woods between one of our representatives and one of the Soviet Union, and it wasn't me that turned it down, the Soviet Union disavowed it."
25270,-3,-1,This is the kind of leadership that we've had in this administration on the most deadly issue of our times.
25283,-3,-1,"This is a very serious problem in our country, and it has to be dealt with."
25284,-3,-1,I object to that part of the Simpson-Mazzoli bill which I think is very unfair and would prove to be so.
25286,-3,-1,"I'm convinced that the result of this would be that people who are Hispanic, people who have different languages or speak with an accent, would find it difficult to be employed."
25291,-3,-1,"I have further strongly recommended that this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way that's responsible and within the Constitution of the United States."
25292,-3,-1,"We need an answer to this problem, but it must be an American answer that is consistent with justice and due process."
25295,-3,-1,And one of those dreams is justice.
25296,-3,-1,And we need a measure -- and I will support a measure -- that brings about those objectives but avoids that one aspect that I think is very serious.
25298,-3,-1,We cannot solve this problem all on our own.
25305,-3,-1,"I'm doing it because all my life I've fought for a system of justice in this country, a system in which every American has a chance to achieve the fullness in life without discrimination."
25307,-3,-1,"And just inevitably, they're going to be reluctant to hire Hispanics or people with a different accent."
25309,-3,-1,"I am for reform in this area, for tough enforcement at the border, and for many other aspects of the Simpson-Mazzoli bill, but all my life I've fought for a fair nation."
25310,-3,-1,"And despite the politics of it, I stand where I stand, and I think I'm right, and before this fight is over we're going to come up with a better bill, a more effective bill that does not undermine the liberties of our people."
25315,-3,1,"Georgie Anne, we, believe me, supported the Simpson-Mazzoli bill strongly -- and the bill that came out of the Senate."
25316,-3,-1,"However, there were things added in in the House side that we felt made it less of a good bill; as a matter of fact, made it a bad bill."
25319,-3,-1,I can't go into detail about them here.
25320,-3,-1,But it is true our borders are out of control.
25321,-3,-1,It is also true that this has been a situation on our borders back through a number of administrations.
25323,-3,-1,I believe in the idea of amnesty for those who have put down roots and who have lived here even though sometime back they may have entered illegally.
25325,-3,-1,We don't think that those people should be allowed to continue operating free.
25326,-3,-1,"And this was why the provisions that we had in with regard to sanctions, and so forth -- and I'm going to do everything I can, and all of us in the administration are, to join in again when Congress is back at it to get an immigration bill that will give us, once again, control of our borders."
25328,-3,1,"But as long as they have an economy that leaves so many people in dire poverty and unemployment, they are going to seek that employment across our borders."
25340,-3,1,"And we have been the safety valve, whether we wanted to or not, with the illegal entry here, in Mexico, where their population is increasing and they don't have an economy that can absorb them and provide the jobs."
25344,-3,-1,"And if we're going to find a permanent, fundamental answer to this, it goes to American economic and trade policies that permit these nations to have a chance to get on their own two feet and to get prosperity, so that they can have jobs for themselves and their people."
25346,-3,1,"These high interest rates -- real rates that have doubled under this administration -- have had the same effect on Mexico and so on, and the cost of repaying those debts is so enormous that it results in massive unemployment, hardship, and heartache."
25350,-3,1,"But with regard to these high interest rates, too, at least give us the recognition of the fact that when you left office, Mr. Mondale, they were 211/2 -- the prime rate."
25351,-3,1,"It's now 121/4, and I predict it'll be coming down a little more shortly."
25352,-3,-1,"So, we're trying to undo some of the things that your administration did."
25363,-3,-1,"But no one knows whether Armageddon, those prophecies mean that Armageddon is a thousand years away or day after tomorrow."
25369,-3,-1,"And if such a defense could be found, wouldn't it be far more humanitarian to say that now we can defend against a nuclear war by destroying missiles instead of slaughtering millions of people?"
25374,-3,-1,What if we did -- and I hope we can; we're still researching -- what if we come up with a weapon that renders those missiles obsolete?
25378,-3,-1,But why not do what I have offered to do and asked the Soviet Union to do?
25382,-3,-1,I think that would be the greatest use of a defensive weapon.
25385,-3,1,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union."
25388,-3,-1,"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer."
25389,-3,-1,I would not let the Soviet Union get their hands on it at all.
25390,-3,-1,"Now, what's wrong with Star Wars?"
25391,-3,-1,There's nothing wrong with the theory of it.
25392,-3,-1,"If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose it's a good idea."
25393,-3,1,"But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project."
25395,-3,-1,The second thing is this all assumes that the Soviets wouldn't respond in kind.
25399,-3,-1,And that's been the tragic story of the arms race.
25400,-3,-1,We have more at stake in space satellites than they do.
25406,-3,-1,"It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go."
25414,-3,-1,I would not agree to any negotiations or any agreement that involved conduct on the part of the Soviet Union that we couldn't verify every day.
25415,-3,-1,I would not agree to any agreement in which the United States security interest was not fully recognized and supported.
25416,-3,-1,That's why we say mutual and verifiable freezes.
25417,-3,-1,"Now, why do I support the freeze?"
25420,-3,-1,It's putting a hair-trigger on nuclear war.
25422,-3,-1,"We have to be tough on the Soviet Union, but I think the American people -- --"
25424,-3,-1,-- -- and the people of the Soviet Union want it to stop.
25426,-3,-1,"Yes, my rebuttal, once again, is that this invention that has just been created here of how I would go about rolling over for the Soviet Union -- no, Mr. Mondale, my idea would be with that defensive weapon that we would sit down with them and then say, ""Now, are you willing to join us?"
25427,-3,-1,"Here's what we'' -- give them a demonstration and then say -- ""Here's what we can do."
25435,-3,-1,"I don't know what it would be, but if we can come up with one, I think the world will be better off."
25437,-3,-1,"Well, that's what a President's supposed to know -- where those weapons are going to be."
25438,-3,-1,"If they're space weapons, I assume they'll be in space."
25439,-3,-1,"[Laughter] If they're antisatellite weapons, I assume they're going to be aimed against satellites."
25440,-3,-1,"Now, this is the most dangerous technology that we possess."
25442,-3,-1,"And to give them technology of this kind, I disagree with."
25443,-3,-1,"You haven't just accepted research, Mr. President."
25444,-3,1,"You've set up a Strategic Defense Initiative, an agency, you're beginning to test, you're talking about deploying, you're asking for a budget of some $30 billion for this purpose."
25446,-3,-1,"And we will be better off, far better off, if we stop right now, because we have more to lose in space then they do."
25447,-3,-1,"If someday, somebody comes along with an answer, that's something else."
25448,-3,-1,But that there would be an answer in our lifetime is unimaginable.
25449,-3,-1,Why do we start things that we know the Soviets will match and make us all less secure?
25450,-3,-1,That's what a President's for.
25461,-3,-1,"It puts a hair-trigger, and it is a dangerous, destabilizing weapon."
25462,-3,1,"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1."
25466,-3,-1,"In other words, a President has to make choices."
25468,-3,-1,The final point is that we can use this money that we save on these weapons to spend on things that we really need.
25470,-3,-1,"We need to strengthen that in order to assure our Western allies of our presence there, a strong defense, but also to diminish and reduce the likelihood of a commencement of a war and the use of nuclear weapons."
25480,-3,-1,"I will not agree to any arms control agreement, including a freeze, that's not verifiable."
25481,-3,-1,Let's take your warhead principle.
25485,-3,-1,"I will not agree to any production restrictions -- or agreements, unless we have the ability to verify those agreements."
25486,-3,-1,I don't trust the Russians.
25487,-3,-1,"I believe that every agreement we reach must be verifiable, and I will not agree to anything that we cannot tell every day."
25488,-3,-1,"In other words, we've got to be tough."
25489,-3,-1,"But in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement."
25497,-3,-1,And I am not at all convinced that he was that far out of line with his people or that they wanted that to happen.
25498,-3,1,"The Shah had done our bidding and carried our load in the Middle East for quite some time, and I did think that it was a blot on our record that we let him down."
25502,-3,1,"The matter of Somoza -- no, I never defended Somoza."
25503,-3,1,"And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place."
25505,-3,1,"And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution."
25508,-3,1,And they installed a Marxist-Leninist totalitarian government.
25509,-3,1,"And what I have to say about this is, many times -- and this has to do with the Philippines, also, I know there are things there in the Philippines that do not look good to us from the standpoint right now of democratic rights, but what is the alternative?"
25510,-3,-1,It is a large Communist movement to take over the Philippines.
25512,-3,-1,"And I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative."
25515,-3,-1,"Well, as I say, we have to look at what an overthrow there would mean and what the government would be that would follow."
25523,-3,1,"I went to the Philippines as Vice President, pressed for human rights, called for the release of Aquino, and made progress that had been stalled on both the Subic and the Clark airfield bases."
25526,-3,1,"What happens in South Africa, where, for example, the Nobel Prize winner, 2 days ago, said this administration is seen as working with the oppressive government of South Africa."
25528,-3,-1,We need to stand for human rights.
25529,-3,-1,We need to make it clear we're for human liberty.
25530,-3,-1,National security and human rights must go together.
25531,-3,-1,But this administration time and time again has lost its way in this field.
25535,-3,-1,I don't think that our record of human rights can be assailed.
25536,-3,-1,"I think that we have observed, ourselves, and have done our best to see that human rights are extended throughout the world."
25539,-3,-1,"Human rights are not advanced when, at the same time, you then stand back and say, ""Whoops, we didn't know the gun was loaded,'' and you have another totalitarian power on your hands."
25553,-3,-1,"But I think it's a very interesting proposal, to see if we can find, first of all, something that renders those weapons obsolete, incapable of their mission."
25554,-3,1,"But Mr. Mondale seems to approve MAD -- MAD is mutual assured destruction -- meaning, if you use nuclear weapons on us, the only thing we have to keep you from doing it is that we'll kill as many people of yours as you'll kill of ours."
25555,-3,-1,"I think that to do everything we can to find, as I say, something that would destroy weapons and not humans is a great step forward in human rights."
25559,-3,-1,"Do you believe in MAD, mutual assured destruction, mutual deterrence as it has been practiced for the last generation?"
25560,-3,-1,I believe in a sensible arms control approach that brings down these weapons to manageable levels.
25562,-3,-1,"And in the meantime, we have to be strong enough to make certain that the Soviet Union never tempts us."
25563,-3,-1,"Now, here we have to decide between generalized objectives and reality."
25565,-3,1,"But, in fact, these last 4 years have seen more weapons built, a wider and more vigorous arms race than in human history."
25568,-3,-1,But why start an arms race now?
25570,-3,-1,Why threaten our space satellites upon which we depend?
25571,-3,-1,Why pursue a strategy that would delegate to computers the question of starting a war?
25572,-3,-1,"A President, to defend this country and to get arms control, must master what's going on."
25573,-3,-1,I accept his objective and his dream; we all do.
25574,-3,-1,But the hard reality is that we must know what we're doing and pursue those objectives that are possible in our time.
25575,-3,1,"He's opposed every effort of every President to do so, and in the 4 years of his administration he's failed to do so."
25576,-3,-1,"And if you want a tough President who uses that strength to get arms control and draws the line in the heavens, vote for Walter Mondale."
25584,-3,0,This evening we talked about national strength.
25585,-3,-1,"I believe we need to be strong, and I will keep us strong."
25586,-3,-1,But I think strength must also require wisdom and smarts in its exercise.
25587,-3,-1,That's key to the strength of our nation.
25588,-3,-1,A President must know the essential facts essential to command.
25589,-3,-1,But a President must also have a vision of where this nation should go.
25590,-3,-1,"Tonight, as Americans, you have a choice."
25591,-3,-1,And you're entitled to know where we would take this country if you decide to elect us.
25592,-3,-1,"As President, I would press for long-term, vigorous economic growth."
25593,-3,-1,"That's why I want to get these debts down and these interest rates down, restore America's exports, help rural America, which is suffering so much, and bring the jobs back here for our children."
25594,-3,-1,"I want this next generation to be the best educated in American history, to invest in the human mind and science again, so we're out front."
25595,-3,-1,"I want this nation to protect its air, its water, its land, and its public health."
25596,-3,-1,America is not temporary; we're forever.
25598,-3,-1,"I want a nation of fairness, where no one is denied the fullness of life or discriminated against, and we deal compassionately with those in our midst who are in trouble."
25599,-3,-1,"And, above all, I want a nation that's strong."
25600,-3,1,"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens."
25605,-3,-1,"That lesson tells us two things: One, pick a President that you know will know if that tragic moment ever comes what he must know, because there'll be no time for staffing committees or advisers."
25606,-3,-1,A President must know right then.
25607,-3,-1,"But above all, pick a President who will fight to avoid the day when that God-awful decision ever needs to be made."
25609,-3,-1,America and Americans decide not just what's happening in this country.
25611,-3,-1,"When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world."
25613,-3,-1,It's time for America to find new leadership.
25614,-3,-1,"Please, join me in this cause to move confidently and with a sense of assurance and command to build the blessed future of our nation."
25617,-3,-1,"My thanks to the League of Women Voters, to the panelists, the moderator, and to the people of Kansas City for their warm hospitality and greeting."
25619,-3,-1,"I am grateful for the chance to reaffirm my commitment to reduce nuclear weapons and, one day, to eliminate them entirely."
25621,-3,-1,"Or do we want to go forward, marching together, as a nation of strength and that's going to continue to be strong?"
25622,-3,-1,"We shouldn't be dwelling on the past, or even the present."
25623,-3,-1,The meaning of this election is the future and whether we're going to grow and provide the jobs and the opportunities for all Americans and that they need.
25625,-3,0,It was to go into a time capsule and would be read in 100 years when that time capsule was opened.
25627,-3,-1,My mind was full of what I was going to put in that letter about the problems and the issues that confront us in our time and what we did about them.
25629,-3,-1,"And I found myself wondering what it would be like for someone -- wondering if someone 100 years from now would be driving down that highway, and if they would see the same thing."
25631,-3,-1,I would be writing a letter to people who know everything there is to know about us.
25632,-3,0,We know nothing about them.
25636,-3,-1,"And then I thought to myself, what are they going to say about us, what are those people 100 years from now going to think?"
25638,-3,-1,"Well, what they will say about us 100 years from now depends on how we keep our rendezvous with destiny."
25639,-3,-1,"Will we do the things that we know must be done and know that one day, down in history 100 years or perhaps before, someone will say, ""Thank God for those people back in the 1980's for preserving our freedom, for saving for us this blessed planet called Earth, with all its grandeur and its beauty.''"
25642,-3,-1,We have met young America.
25647,-3,-1,I was just going to -- --
25683,-3,-1,I want to thank you and I want to thank everybody here tonight.
25684,-3,-1,"I want to give a special thanks to my wife Elizabeth, my daughter Robin for their love and support, and thank the people who are listening and watching all over America."
25688,-3,-1,You should know as much as possible about each of us.
25694,-3,0,"I got lots of relatives and they're good, average, middle-class, hardworking Americans."
25699,-3,-1,"Whether it's two parents working because one has to pay the taxes and one has to provide for the family, whether it's a single parent who just barely pays the pressing bills or whether you're worried about an education for your children going to the best schools, or whether you're worried about safe playgrounds, drug-free schools, crime-free schools."
25701,-3,-1,And hopefully tonight when we conclude this debate you will have a better understanding and the viewing and listening audience will have a better understanding.
25708,-3,-1,"What really matters is what happens to your future and what happens to our country as we stand on the brink of a new century, a time of extraordinary possibility."
25710,-3,1,"Compared to four years ago, we're clearly better off."
25712,-3,1,"Incomes are rising for the first time in a decade, the crime rates, the welfare rolls are falling, we're putting , 100,000 more police on the street."
25713,-3,1,"60,000 felons, fugitives and stalkers have been denied handguns."
25715,-3,-1,What we really should focus on tonight is what we still have to do to help the American people make the most of this future that's out there.
25718,-3,-1,To me that means we have to go on and balance this budget while we protect Medicare and Medicaid and education and the environment.
25719,-3,-1,"We should give a tax cut, targeted to child rearing and education, to buying a first home and paying for health care."
25744,-3,-1,"Well, I would say first of all, I think, it's a very good question."
25749,-3,0,"They see 900 FBI files, private person, being gathered up by somebody in the Whitehouse."
25754,-3,-1,"If you think the Republican party is some place for you to come if you're narrow minded or bigoted or don't like certain people in America, the exits are clearly marked for you to walk out of as I stand here without compromise, because this is the party of Lincoln."
25756,-3,0,I'm no longer a public official.
25763,-3,-1,"When I'm President of the United States, I will keep my word."
25770,-3,-1,"That's why I said tonight I'm for opportunity, responsibility and community."
25771,-3,-1,And we've gotten some real progress in the last four years.
25774,-3,0,You mentioned Washington and Lincoln.
25785,-3,1,We've raised about $10 million.
25789,-3,-1,So it seems to me that there's also a public trust.
25800,-3,-1,"First of all, let me say what we have done."
25804,-3,1,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.
25808,-3,-1,"Number one, add another million children to the insured ranks through the Medicaid program."
25811,-3,1,"That could protect 3 million families, 700,000 kids."
25812,-3,1,"Number four, make sure we protect the integrity with the Medicare program and Medicaid program and not do anything in cutting costs which would cause hundreds of hospitals to close which could have been the case if the 270billion dollar Medicare cut that I vetoed, had been enacted in the law."
25818,-3,1,You've said publicly that it's now three times the rate of inflation.
25819,-3,-1,We ought to cut the growth to twice the rate of inflation.
25821,-3,-1,So let's stop talking about cutting Medicare.
25824,-3,1,"17 new taxes, spend 1.5 trillion dollars, 50 new bureaucracies."
25831,-3,1,We still need to cover about 20million people and a lot of children.
25837,-3,-1,We need to help people who are between jobs.
25847,-3,1,"You know, we have 17,000 men and women today wearing our uniform that receive food stamps."
25848,-3,-1,It shouldn't happen in America.
25851,-3,-1,And it's time we take a look at the pay scales.
25852,-3,1,"Did get a 3 percent increase this year, but that's not enough."
25855,-3,-1,Every time you do that you take a risk.
25857,-3,-1,But I think anybody who wears a uniform is a great American.
25860,-3,-1,"That's all behind us now, and it should be behind us, and the forgotten war, the Korean War, but I guess I can just answer you very plainly, Jason."
25863,-3,-1,May I ask you a question?
25864,-3,-1,What service are you in?
25872,-3,-1,"So I, we're going to do better, and we'll do better still, but this is a commitment I think that all Americans share without regard to party."
25873,-3,-1,"I don't disagree with anything that the President said, except he waited four years to do these things, and my view is it ought to be, it will be done on Day 1."
25877,-3,1,We used to have 18.
25881,-3,1,We're down to 336 ships.
25883,-3,0,The President told you in '92 he would cut it 67 billion.
25885,-3,-1,But the last thing we ought to do is make those who wear the uniforms sacrifice.
25893,-3,1,"Now, on the Middle East, as you know, I worked very hard for peace in the Middle East."
25896,-3,-1,I can say this: I do not believe Yassir Arafat wants us to send troops to the West Bank.
25897,-3,1,We have never been asked to send troops to the West Bank.
25915,-3,1,"We're increasing defense reasonably -- not too much, but we are increasing defense some -- because we want to be prepared in case somebody here gets called up, Jason."
25919,-3,-1,But let's sort of keep this out of politics because it's pretty dicey right now.
25920,-3,1,"When the change of government occurred in Israel, the people of Israel were saying we don't want to abandon the peace process."
25941,-3,1,They may be danger -- I voted I for everything since that time.
25943,-3,1,"We sent it to the Clinton Administration for implementation, and they waited three and a half years."
25945,-3,-1,So you add it up.
25949,-3,0,I was asked a technical question.
25955,-3,-1,"You ought to be glad you quit, Oscar, 30 years."
25961,-3,-1,"When I'm President of the United States, we're going to use the National Guard and whatever sources we need to stop some of the drugs coming into America."
25965,-3,1,We did propose a regulation six months after I became President under the law he mentioned.
25979,-3,1,"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico."
25988,-3,-1,"Once it's a drug, does it apply only to teenagers or everybody in America?"
25989,-3,-1,"Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there."
26003,-3,-1,Let's talk about them separately.
26008,-3,-1,And we will do that.
26012,-3,1,I have proposed a budget which would put ten years on the life of the Medicare trust fund.
26016,-3,-1,"But now we can, we ought to pass this budget now and put ten years on it right away so no one has to worry about it."
26022,-3,0,They appointed a commission I was on that commission.
26028,-3,-1,"I think if I were a senior citizen I would be a little fed up with all these ads scaring seniors, scaring veterans and scaring students about education."
26030,-3,-1,We have ideas in the Dole-Kemp campaign and we will rescue Medicare as we did Social Security.
26031,-3,1,Their idea was to have the poorest seniors in the country pay $270 more this year.
26033,-3,1,Their idea was to charge everybody more out-of-pocket costs in their budget that I vetoed.
26034,-3,-1,"Not in an election year, sir."
26052,-3,0,"And I'm standing here as someone who, a long time ago as the county attorney in Russell, Kansas, one of our jobs every month was go through all the welfare checks and sign them."
26053,-3,0,And three of those checks were my grandparents'.
26059,-3,-1,"But at the same time, if you want to get off Medicare, get back in the mainstream, we're going to provide jobs."
26063,-3,1,"We provided more money for daycare in the bill that passed the senate, was vetoed, then it came back and the president signed pretty much the same bill."
26065,-3,-1,I don't think we ought to be giving welfare payments to illegal immigrants.
26067,-3,1,It puts a heavy burden on a states like California.
26068,-3,1,It costs California taxpayers 3 billion dollars a year.
26077,-3,-1,"Now, I've got a plan with this new welfare reform law to work with the private sector, to give employees specific tax incentives to hire people off welfare, and to do some other things which will create more jobs in the private sector, at least a million, and move more people from welfare to work."
26079,-3,-1,And I hope we get a chance to talk about this more.
26082,-3,0,I met that woman again.
26085,-3,0,"One's in technical school, one's an honor student in high school."
26087,-3,-1,Well another thing we can do.
26093,-3,-1,Reduce the capital gains rate.
26094,-3,-1,Create more jobs and opportunities for people on and off welfare.
26116,-3,-1,And these are things I think that will go a long way toward helping America build a stronger economy and a better tax system.
26118,-3,1,One of the big differences between Senator Dole and myself is that I told you how I'm going to pay for every penny of the tax cuts I recommend and we've worked hard to bring this deficit down and that's helped people in the real estate business because the interest rates are lower.
26125,-3,1,"Pam, what the president didn't tell you is all his tax cuts expire the year 2000, but these increases go on forever."
26127,-3,-1,"You know, give you a little tax cut, give you a couple of years, then make the tax increases go on forever."
26129,-3,1,"We have in the Dole-Kemp economic plan, unless unless your home's worth over 500,000 dollars."
26132,-3,-1,"It's a good idea, they saw it, they picked it up and put it in theirs, but it's only temporary."
26133,-3,-1,"Ours are permanent, ours is a good plan."
26135,-3,-1,"Capital gains rate, cut it in half, cut it 28 percent to 14 percent."
26137,-3,1,"If we cut the capital gains rate, I'm told everyday, I had a letter from a former constituent in Kansas saying I want to sell property in California, put it in my business in Kansas, I can't, because the capital gains rate's too high."
26141,-3,-1,That'll help people who want to get off welfare.
26144,-3,-1,We all assume that the tax cuts will be permanent.
26164,-3,0,"And I have a lot of young people work in my office, work in my campaign."
26168,-3,-1,I'm looking at our economic plan because I'm concerned about the future for young people.
26173,-3,1,"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City."
26174,-3,-1,Of course the president will take credit for that.
26175,-3,-1,My view is we want to find jobs and opportunities and education.
26176,-3,1,"This year the Republican Congress, as far as student loans went from 24 billion to 36 billion over the next six years."
26180,-3,1,We also raised the amount of each Pell Grant.
26181,-3,1,"In our economic plan, the $500 child credit can be used for young people, rolled over and over and over, you, of course not this age, but if you have a child two years old, 7 percent interest would be worth about $18,000 by the time that child was ready for college."
26183,-3,-1,It's the age of his ideas that I question.
26187,-3,-1,Tell him you can have everything you got.
26193,-3,-1,My plan would give students a dollar-for-dollar reduction for the cost of a typical community college tuition.
26196,-3,-1,My whole administration is about your future.
26198,-3,-1,I hope you will look at the ideas in it.
26204,-3,-1,"That's what you like, you've got a perfect candidate."
26207,-3,-1,"Now all you got that tax cut, congratulations."
26209,-3,1,You got a 265 billion dollar tax increase.
26213,-3,-1,It will help you in whatever you're going to do in the next few years.
26226,-3,-1,Let me just give you some examples.
26233,-3,-1,"We weren't guaranteeing anything, anybody anything except the chance to prove they were qualified, the chance to prove that they could do it."
26234,-3,-1,And that's why I must say I agree with General Colin Powell that we're not there yet.
26235,-3,-1,"We ought to keep making those extra effort Affirmative Action programs, the law and the policy of the land."
26243,,1,People who got all the jobs were benefiting.
26245,-3,-1,It ought to be not based on gender or ethnicity or color.
26248,-3,-1,I shouldn't have a preference.
26250,-3,-1,Maybe we can work that out.
26251,-3,0,I get a 10-point spot.
26254,-3,-1,Discrimination ought to be punished but there ought to be equal opportunity.
26255,-3,-1,"We ought to reach out, make certain everybody has a chance to participate."
26258,-3,-1,That's not how America became the greatest country on the face of the earth.
26263,-3,-1,"Again I say, think of the Americans with Disabilities Act."
26266,-3,-1,You guarantee they have a chance to prove they're competent.
26276,-3,-1,Well I'm glad you asked.
26282,-3,-1,"Now, the President can say well he wants to mend it, not end it."
26283,-3,1,There are 168 federal programs that allow quotas.
26288,-3,-1,How do we pay for it?
26290,-3,0,He twisted arms and got six Democrats to vote with him and lost by one vote.
26296,-3,-1,And you shouldn't have to apologize for wanting to keep all you can of it.
26297,-3,-1,But he ought to apologize for wanting to take more and more.
